Time	Node	Type	Packets	
43	2	CacheHits	0
43	2	CacheMisses	5
43	3	CacheHits	0
43	3	CacheMisses	5
43.5	0	CacheHits	0
43.5	0	CacheMisses	5
43.5	1	CacheHits	0
43.5	1	CacheMisses	5
43.5	2	CacheHits	0
43.5	2	CacheMisses	5
43.5	3	CacheHits	0
43.5	3	CacheMisses	5
44	0	CacheHits	0
44	0	CacheMisses	5
44	1	CacheHits	0
44	1	CacheMisses	5
44	2	CacheHits	0
44	2	CacheMisses	5
44	3	CacheHits	0
44	3	CacheMisses	5
44.5	0	CacheHits	0
44.5	0	CacheMisses	5
44.5	1	CacheHits	0
44.5	1	CacheMisses	5
44.5	2	CacheHits	0
44.5	2	CacheMisses	5
44.5	3	CacheHits	0
44.5	3	CacheMisses	5
45	0	CacheHits	0
45	0	CacheMisses	5
45	1	CacheHits	0
45	1	CacheMisses	5
45	2	CacheHits	0
45	2	CacheMisses	5
45	3	CacheHits	0
45	3	CacheMisses	5
45.5	0	CacheHits	0
45.5	0	CacheMisses	5
45.5	1	CacheHits	0
45.5	1	CacheMisses	5
45.5	2	CacheHits	0
45.5	2	CacheMisses	5
45.5	3	CacheHits	0
45.5	3	CacheMisses	5
46	0	CacheHits	0
46	0	CacheMisses	5
46	1	CacheHits	0
46	1	CacheMisses	5
46	2	CacheHits	0
46	2	CacheMisses	5
46	3	CacheHits	0
46	3	CacheMisses	5
46.5	0	CacheHits	0
46.5	0	CacheMisses	5
46.5	1	CacheHits	0
46.5	1	CacheMisses	5
46.5	2	CacheHits	0
46.5	2	CacheMisses	5
46.5	3	CacheHits	0
46.5	3	CacheMisses	5
47	0	CacheHits	0
47	0	CacheMisses	5
47	1	CacheHits	0
47	1	CacheMisses	5
47	2	CacheHits	0
47	2	CacheMisses	5
47	3	CacheHits	0
47	3	CacheMisses	5
47.5	0	CacheHits	0
47.5	0	CacheMisses	5
47.5	1	CacheHits	0
47.5	1	CacheMisses	5
47.5	2	CacheHits	0
47.5	2	CacheMisses	5
47.5	3	CacheHits	0
47.5	3	CacheMisses	5
48	0	CacheHits	0
48	0	CacheMisses	5
